REGIAO:;NE
UF:;PI
ESTACAO:;PARNAIBA
CODIGO (WMO):;A308
LATITUDE:;-3,08666666
LONGITUDE:;-41,78305554
ALTITUDE:;52,11
DATA DE FUNDACAO:;06/02/03
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2024/02/17;2100 UTC;0;1003,3;1003,5;1003,2;123,5;;;;;;;;;;;;;
2024/02/17;2200 UTC;0;1003,7;1003,7;1003,2;,1;;;;;;;;;;;;;
2024/02/17;2300 UTC;0;1004,2;1004,4;1003,7;0;;;;;;;;;;;;;
2024/02/18;0000 UTC;0;1005,1;1005,1;1004,2;0;;;;;;;;;;;;;
2024/02/18;0100 UTC;0;1005,4;1005,4;1004,9;0;;;;;;;;;;;;;
2024/02/18;0200 UTC;0;1006,1;1006,1;1005,4;0;;;;;;;;;;;;;
2024/02/18;0300 UTC;0;1005,5;1006,1;1005,4;0;;;;;;;;;;;;;
2024/02/18;0400 UTC;0;1004,9;1005,5;1004,9;0;;;;;;;;;;;;;
2024/02/18;0500 UTC;0;1004,2;1004,9;1004,1;0;;;;;;;;;;;;;
2024/02/18;0600 UTC;0;1004,2;1004,2;1003,8;0;;;;;;;;;;;;;
2024/02/18;0700 UTC;0;1004,5;1004,5;1004,2;0;;;;;;;;;;;;;
2024/02/18;0800 UTC;1,6;1005,1;1005,1;1004,5;0;;;;;;;;;;;;;
2024/02/18;0900 UTC;1,4;1005,2;1005,5;1005;,6;;;;;;;;;;;;;
2024/02/18;1000 UTC;1;1005,8;1005,9;1005,1;181;;;;;;;;;;;;;
2024/02/18;1100 UTC;0;1006,5;1006,5;1005,7;585,5;;;;;;;;;;;;;
2024/02/18;1200 UTC;0;1007;1007;1006,4;1527,3;;;;;;;;;;;;;
2024/02/18;1300 UTC;0;1007,2;1007,3;1007;1512,8;;;;;;;;;;;;;
2024/02/18;1400 UTC;,2;1006,3;1007,2;1006,3;1854,5;;;;;;;;;;;;;
2024/02/18;1500 UTC;,2;1006;1006,4;1006;2087,1;;;;;;;;;;;;;
2024/02/18;1600 UTC;0;1005,4;1006;1005,4;2272,4;;;;;;;;;;;;;
2024/02/18;1700 UTC;0;1004,5;1005,4;1004,4;2591,6;;;;;;;;;;;;;
2024/02/18;1800 UTC;0;1003;1004,5;1003;1382,4;;;;;;;;;;;;;
2024/02/18;1900 UTC;0;1002,6;1003,1;1002,5;688,5;;;;;;;;;;;;;
2024/02/18;2000 UTC;0;1003,1;1003,1;1002,5;560,1;;;;;;;;;;;;;
2024/02/18;2100 UTC;0;1003,3;1003,5;1003,1;214,3;;;;;;;;;;;;;
2024/02/18;2200 UTC;0;1003,5;1003,5;1003,3;1,1;;;;;;;;;;;;;
2024/02/18;2300 UTC;0;1004,6;1004,6;1003,5;0;;;;;;;;;;;;;
2024/02/19;0000 UTC;0;1004,8;1004,8;1004,4;0;;;;;;;;;;;;;
2024/02/19;0100 UTC;0;1005,1;1005,2;1004,6;0;;;;;;;;;;;;;
2024/02/19;0200 UTC;0;1005,2;1005,3;1005,1;0;;;;;;;;;;;;;
2024/02/19;0300 UTC;0;1005,3;1005,4;1005,1;0;;;;;;;;;;;;;
2024/02/19;0400 UTC;,2;1004,8;1005,4;1004,8;0;;;;;;;;;;;;;
2024/02/19;0500 UTC;0;1003,9;1004,8;1003,9;0;;;;;;;;;;;;;
2024/02/19;0600 UTC;0;1003,5;1003,9;1003,5;0;;;;;;;;;;;;;
2024/02/19;0700 UTC;0;1003,4;1003,6;1003,3;0;;;;;;;;;;;;;
2024/02/19;0800 UTC;0;1003,4;1003,5;1003,4;0;;;;;;;;;;;;;
2024/02/19;0900 UTC;0;1003,5;1003,7;1003,4;,4;;;;;;;;;;;;;
2024/02/19;1000 UTC;,2;1004,6;1004,6;1003,5;74,4;;;;;;;;;;;;;
2024/02/19;1100 UTC;0;1005,4;1005,4;1004,6;845,3;;;;;;;;;;;;;
2024/02/19;1200 UTC;0;1005,9;1005,9;1005,4;1098,8;;;;;;;;;;;;;
2024/02/19;1300 UTC;0;1005,7;1005,9;1005,6;1931,7;;;;;;;;;;;;;
2024/02/19;1400 UTC;0;1005,2;1005,7;1005,2;1644,5;;;;;;;;;;;;;
2024/02/19;1500 UTC;,4;1004,7;1005,2;1004,7;1385,9;;;;;;;;;;;;;
2024/02/19;1600 UTC;,6;1004,1;1004,9;1004,1;850,7;;;;;;;;;;;;;
2024/02/19;1700 UTC;6,6;1003,6;1004,1;1003,6;707,7;;;;;;;;;;;;;
2024/02/19;1800 UTC;1,8;1002,7;1003,6;1002,7;156,8;;;;;;;;;;;;;
2024/02/19;1900 UTC;1,4;1002,8;1002,8;1002,3;133,9;;;;;;;;;;;;;
2024/02/19;2000 UTC;,2;1003,2;1003,3;1002,8;49,6;;;;;;;;;;;;;
2024/02/19;2100 UTC;0;1003,3;1003,3;1003,1;11,5;;;;;;;;;;;;;
2024/02/19;2200 UTC;0;1003,9;1004,1;1003,3;0;;;;;;;;;;;;;
2024/02/19;2300 UTC;0;1004,9;1004,9;1003,7;0;;;;;;;;;;;;;
2024/02/20;0000 UTC;0;1005,8;1005,8;1004,9;0;;;;;;;;;;;;;
2024/02/20;0100 UTC;0;1005,3;1005,8;1005;0;;;;;;;;;;;;;
2024/02/20;0200 UTC;,2;1005,6;1005,7;1005,3;0;;;;;;;;;;;;;
2024/02/20;0300 UTC;,2;1005,3;1005,7;1005,3;0;;;;;;;;;;;;;
2024/02/20;0400 UTC;,2;1004,3;1005,3;1004,3;0;;;;;;;;;;;;;
2024/02/20;0500 UTC;,2;1004;1004,3;1004;0;;;;;;;;;;;;;
2024/02/20;0600 UTC;,2;1003,3;1004;1003,3;0;;;;;;;;;;;;;
2024/02/20;0700 UTC;0;1003,3;1003,4;1003,2;0;;;;;;;;;;;;;
2024/02/20;0800 UTC;0;1004;1004;1003,3;0;;;;;;;;;;;;;
2024/02/20;0900 UTC;0;1004,4;1004,6;1004;,1;;;;;;;;;;;;;
2024/02/20;1000 UTC;0;1005,2;1005,2;1004,4;107,1;;;;;;;;;;;;;
2024/02/20;1100 UTC;0;1005,8;1005,8;1005,2;633,2;;;;;;;;;;;;;
2024/02/20;1200 UTC;0;1005,9;1006;1005,7;1087;;;;;;;;;;;;;
2024/02/20;1300 UTC;0;1006;1006,3;1005,9;1234,7;;;;;;;;;;;;;
2024/02/20;1400 UTC;0;1005,6;1006;1005,6;2236,8;;;;;;;;;;;;;
2024/02/20;1500 UTC;0;1004,9;1005,6;1004,9;3249,3;;;;;;;;;;;;;
2024/02/20;1600 UTC;,2;1003,5;1004,9;1003,5;3668,4;;;;;;;;;;;;;
2024/02/20;1700 UTC;0;1002,6;1003,5;1002,6;1824,1;;;;;;;;;;;;;
2024/02/20;1800 UTC;9,6;1002,4;1002,6;1002,1;567,3;;;;;;;;;;;;;
2024/02/20;1900 UTC;69,8;1002,7;1002,8;1002,3;141,3;;;;;;;;;;;;;
2024/02/20;2000 UTC;37,8;1003;1003,1;1002,7;313,9;;;;;;;;;;;;;
2024/02/20;2100 UTC;18;1003,8;1003,8;1002,9;43,3;;;;;;;;;;;;;
2024/02/20;2200 UTC;4,6;1004,7;1004,7;1003,8;,1;;;;;;;;;;;;;
2024/02/20;2300 UTC;4,8;1005,8;1005,8;1004,7;0;;;;;;;;;;;;;
2024/02/21;0000 UTC;1,6;1006,5;1006,5;1005,8;0;;;;;;;;;;;;;
2024/02/21;0100 UTC;3,2;1006,6;1006,7;1006,5;0;;;;;;;;;;;;;
2024/02/21;0200 UTC;,4;1006,3;1006,6;1006,3;0;;;;;;;;;;;;;
2024/02/21;0300 UTC;0;1005,7;1006,3;1005,7;0;;;;;;;;;;;;;
2024/02/21;0400 UTC;0;1005,3;1005,8;1005,3;0;;;;;;;;;;;;;
2024/02/21;0500 UTC;1,4;1004,6;1005,3;1004,6;0;;;;;;;;;;;;;
2024/02/21;0600 UTC;1,8;1004,1;1004,6;1004,1;0;;;;;;;;;;;;;
2024/02/21;0700 UTC;1,4;1004,2;1004,2;1004;0;;;;;;;;;;;;;
2024/02/21;0800 UTC;,2;1004,4;1004,5;1004,2;0;;;;;;;;;;;;;
2024/02/21;0900 UTC;0;1004,7;1004,7;1004,3;,8;;;;;;;;;;;;;
2024/02/21;1000 UTC;0;1005,5;1005,5;1004,7;161,1;;;;;;;;;;;;;
2024/02/21;1100 UTC;0;1006,5;1006,5;1005,6;477,4;;;;;;;;;;;;;
2024/02/21;1200 UTC;0;1006,8;1006,9;1006,5;1988,8;;;;;;;;;;;;;
2024/02/21;1300 UTC;0;1006,8;1007,1;1006,8;1765,9;;;;;;;;;;;;;
2024/02/21;1400 UTC;0;1006,4;1006,8;1006,4;1886,9;;;;;;;;;;;;;
2024/02/21;1500 UTC;3,2;1005,8;1006,4;1005,8;1063,4;;;;;;;;;;;;;
2024/02/21;1600 UTC;0;1005;1005,8;1005;1518;;;;;;;;;;;;;
2024/02/21;1700 UTC;,6;1004,3;1005;1004,2;1268,4;;;;;;;;;;;;;
2024/02/21;1800 UTC;0;1004;1004,4;1003,9;194,9;;;;;;;;;;;;;
2024/02/21;1900 UTC;5;1003,4;1004;1003,4;193,4;;;;;;;;;;;;;
2024/02/21;2000 UTC;1,4;1003,4;1003,5;1003,3;114,3;;;;;;;;;;;;;
2024/02/21;2100 UTC;,8;1004;1004;1003,4;92;;;;;;;;;;;;;
2024/02/21;2200 UTC;0;1004,7;1004,7;1004;0;;;;;;;;;;;;;
2024/02/21;2300 UTC;0;1005,5;1005,5;1004,7;0;;;;;;;;;;;;;
2024/02/22;0000 UTC;,2;1006,5;1006,5;1005,5;0;;;;;;;;;;;;;
2024/02/22;0100 UTC;,2;1006,6;1006,6;1006,5;0;;;;;;;;;;;;;
2024/02/22;0200 UTC;0;1006,6;1006,7;1006,6;0;;;;;;;;;;;;;
2024/02/22;0300 UTC;0;1006;1006,6;1006;0;;;;;;;;;;;;;
2024/02/22;0400 UTC;0;1005,3;1006;1005,3;0;;;;;;;;;;;;;
2024/02/22;0500 UTC;,2;1004,8;1005,3;1004,8;0;;;;;;;;;;;;;
2024/02/22;0600 UTC;0;1004,6;1004,9;1004,6;0;;;;;;;;;;;;;
2024/02/22;0700 UTC;0;1004,1;1004,6;1004,1;0;;;;;;;;;;;;;
2024/02/22;0800 UTC;0;1004,3;1004,4;1004;0;;;;;;;;;;;;;
2024/02/22;0900 UTC;0;1005;1005;1004,3;,1;;;;;;;;;;;;;
2024/02/22;1000 UTC;0;1005,8;1005,8;1005;199,1;;;;;;;;;;;;;
2024/02/22;1100 UTC;0;1006,9;1006,9;1005,8;674,6;;;;;;;;;;;;;
2024/02/22;1200 UTC;0;1007,5;1007,5;1006,9;1206;;;;;;;;;;;;;
2024/02/22;1300 UTC;0;1007,8;1007,8;1007,5;1719,8;;;;;;;;;;;;;
2024/02/22;1400 UTC;0;1007,4;1007,8;1007,4;2316,8;;;;;;;;;;;;;
2024/02/22;1500 UTC;0;1006,5;1007,4;1006,5;2268,1;;;;;;;;;;;;;
2024/02/22;1600 UTC;0;1005,3;1006,5;1005,3;2940,8;;;;;;;;;;;;;
2024/02/22;1700 UTC;4;1004,5;1005,3;1004,5;1524,4;;;;;;;;;;;;;
2024/02/22;1800 UTC;2,6;1003,4;1004,5;1003,4;2640,9;;;;;;;;;;;;;
2024/02/22;1900 UTC;0;1003,6;1003,7;1003;1846,8;;;;;;;;;;;;;
2024/02/22;2000 UTC;0;1004,4;1004,4;1003,6;205,2;;;;;;;;;;;;;
2024/02/22;2100 UTC;0;1004,9;1004,9;1004,3;30;;;;;;;;;;;;;
2024/02/22;2200 UTC;2;1005,6;1005,7;1004,9;0;;;;;;;;;;;;;
2024/02/22;2300 UTC;,2;1006,1;1006,1;1005,6;0;;;;;;;;;;;;;
2024/02/23;0000 UTC;,8;1007;1007;1006,1;0;;;;;;;;;;;;;
2024/02/23;0100 UTC;,2;1007,3;1007,3;1006,9;0;;;;;;;;;;;;;
2024/02/23;0200 UTC;4,6;1007,7;1007,8;1007,3;0;;;;;;;;;;;;;
2024/02/23;0300 UTC;5,6;1007;1007,7;1007;0;;;;;;;;;;;;;
2024/02/23;0400 UTC;,2;1006,2;1007;1006,2;0;;;;;;;;;;;;;
2024/02/23;0500 UTC;,2;1005,6;1006,2;1005,6;0;;;;;;;;;;;;;
2024/02/23;0600 UTC;0;1005,3;1005,6;1005,2;0;;;;;;;;;;;;;
2024/02/23;0700 UTC;0;1005,3;1005,4;1005,3;0;;;;;;;;;;;;;
2024/02/23;0800 UTC;0;1005,8;1005,8;1005,3;0;;;;;;;;;;;;;
2024/02/23;0900 UTC;16;1006,8;1006,8;1005,7;0;;;;;;;;;;;;;
2024/02/23;1000 UTC;6,2;1007,2;1007,3;1006,8;80,8;;;;;;;;;;;;;
2024/02/23;1100 UTC;,2;1008,3;1008,3;1007,2;347,6;;;;;;;;;;;;;
2024/02/23;1200 UTC;,6;1009;1009;1008,3;630,7;;;;;;;;;;;;;
2024/02/23;1300 UTC;0;1008,6;1009,1;1008,4;829,3;;;;;;;;;;;;;
2024/02/23;1400 UTC;,2;1008,3;1008,7;1008,3;1711,8;;;;;;;;;;;;;
2024/02/23;1500 UTC;0;1007,7;1008,3;1007,7;2800,4;;;;;;;;;;;;;
2024/02/23;1600 UTC;0;1006,7;1007,7;1006,7;2114,3;;;;;;;;;;;;;
2024/02/23;1700 UTC;0;1005,6;1006,7;1005,6;2885,3;;;;;;;;;;;;;
2024/02/23;1800 UTC;0;1005;1005,6;1005;2643;;;;;;;;;;;;;
2024/02/23;1900 UTC;0;1004,9;1005;1004,7;1783,4;;;;;;;;;;;;;
2024/02/23;2000 UTC;0;1005,2;1005,3;1004,9;475,1;;;;;;;;;;;;;
2024/02/23;2100 UTC;0;1005,5;1005,5;1005,1;157,9;;;;;;;;;;;;;
2024/02/23;2200 UTC;0;1005,9;1005,9;1005,4;,7;;;;;;;;;;;;;
2024/02/23;2300 UTC;0;1006,9;1006,9;1005,9;0;;;;;;;;;;;;;
2024/02/24;0000 UTC;0;1007,3;1007,4;1006,9;0;;;;;;;;;;;;;
2024/02/24;0100 UTC;0;1007,6;1007,8;1007,3;0;;;;;;;;;;;;;
2024/02/24;0200 UTC;0;1007,6;1007,8;1007,6;0;;;;;;;;;;;;;
2024/02/24;0300 UTC;0;1007,3;1007,7;1007,3;0;;;;;;;;;;;;;
2024/02/24;0400 UTC;0;1006,7;1007,3;1006,7;0;;;;;;;;;;;;;
2024/02/24;0500 UTC;0;1005,9;1006,7;1005,9;0;;;;;;;;;;;;;
2024/02/24;0600 UTC;0;1005,8;1005,9;1005,8;0;;;;;;;;;;;;;
2024/02/24;0700 UTC;0;1006,1;1006,1;1005,8;0;;;;;;;;;;;;;
2024/02/24;0800 UTC;0;1006,1;1006,1;1005,9;0;;;;;;;;;;;;;
2024/02/24;0900 UTC;0;1006,4;1006,4;1006;,8;;;;;;;;;;;;;
2024/02/24;1000 UTC;0;1006,8;1006,8;1006,4;263,5;;;;;;;;;;;;;
2024/02/24;1100 UTC;0;1006,9;1006,9;1006,8;1289,3;;;;;;;;;;;;;
2024/02/24;1200 UTC;0;1006,9;1007;1006,8;1945,5;;;;;;;;;;;;;
2024/02/24;1300 UTC;0;1007;1007;1006,8;1573,2;;;;;;;;;;;;;
2024/02/24;1400 UTC;0;1006,5;1007;1006,5;2793,6;;;;;;;;;;;;;
2024/02/24;1500 UTC;0;1005,5;1006,5;1005,5;3184,2;;;;;;;;;;;;;
2024/02/24;1600 UTC;0;1004,4;1005,5;1004,4;2880,5;;;;;;;;;;;;;
2024/02/24;1700 UTC;0;1003,8;1004,4;1003,8;3145,8;;;;;;;;;;;;;
2024/02/24;1800 UTC;0;1003,6;1003,8;1003,6;2080,7;;;;;;;;;;;;;
2024/02/24;1900 UTC;0;1003;1003,6;1003;1230,5;;;;;;;;;;;;;
2024/02/24;2000 UTC;0;1003,7;1003,7;1002,9;312,5;;;;;;;;;;;;;
2024/02/24;2100 UTC;0;1004,8;1004,8;1003,6;76,6;;;;;;;;;;;;;
2024/02/24;2200 UTC;0;1005,3;1005,3;1004,6;,2;;;;;;;;;;;;;
2024/02/24;2300 UTC;0;1005,7;1005,7;1005,1;0;;;;;;;;;;;;;
2024/02/25;0000 UTC;0;1006,6;1006,6;1005,7;0;;;;;;;;;;;;;
2024/02/25;0100 UTC;0;1006,5;1006,7;1006,5;0;;;;;;;;;;;;;
2024/02/25;0200 UTC;0;1006,6;1006,6;1006,3;0;;;;;;;;;;;;;
2024/02/25;0300 UTC;0;1006,4;1006,7;1006,4;0;;;;;;;;;;;;;
2024/02/25;0400 UTC;0;1005,8;1006,4;1005,8;0;;;;;;;;;;;;;
2024/02/25;0500 UTC;0;1005,3;1005,8;1005,3;0;;;;;;;;;;;;;
2024/02/25;0600 UTC;0;1004,7;1005,3;1004,7;0;;;;;;;;;;;;;
2024/02/25;0700 UTC;0;1004,4;1004,7;1004,4;0;;;;;;;;;;;;;
2024/02/25;0800 UTC;0;1005,2;1005,2;1004,4;0;;;;;;;;;;;;;
2024/02/25;0900 UTC;0;1005,7;1005,7;1005,2;4;;;;;;;;;;;;;
2024/02/25;1000 UTC;0;1006,4;1006,4;1005,7;177,3;;;;;;;;;;;;;
2024/02/25;1100 UTC;0;1007,1;1007,1;1006,4;746,6;;;;;;;;;;;;;
2024/02/25;1200 UTC;0;1007,7;1007,7;1007,1;1042,8;;;;;;;;;;;;;
2024/02/25;1300 UTC;0;1007,6;1007,8;1007,5;1801,5;;;;;;;;;;;;;
2024/02/25;1400 UTC;0;1007;1007,6;1007;1326,9;;;;;;;;;;;;;
2024/02/25;1500 UTC;5,2;1006,2;1007;1006,1;1113;;;;;;;;;;;;;
2024/02/25;1600 UTC;15,2;1005,3;1006,3;1005,2;550;;;;;;;;;;;;;
2024/02/25;1700 UTC;,4;1005,4;1005,9;1005,2;406,2;;;;;;;;;;;;;
2024/02/25;1800 UTC;0;1004,7;1005,3;1004,4;169,5;;;;;;;;;;;;;
2024/02/25;1900 UTC;,4;1004,4;1004,8;1004,4;85,4;;;;;;;;;;;;;
2024/02/25;2000 UTC;,6;1004,2;1004,4;1004,1;71,5;;;;;;;;;;;;;
2024/02/25;2100 UTC;,2;1004,1;1004,2;1004;80,8;;;;;;;;;;;;;
2024/02/25;2200 UTC;0;1004,7;1004,7;1003,9;,1;;;;;;;;;;;;;
2024/02/25;2300 UTC;0;1005,4;1005,4;1004,7;0;;;;;;;;;;;;;
2024/02/26;0000 UTC;0;1006,5;1006,5;1005,4;0;;;;;;;;;;;;;
2024/02/26;0100 UTC;0;1006,9;1006,9;1006,5;0;;;;;;;;;;;;;
2024/02/26;0200 UTC;,2;1006,3;1007;1006,3;0;;;;;;;;;;;;;
2024/02/26;0300 UTC;0;1005,5;1006,3;1005,5;0;;;;;;;;;;;;;
2024/02/26;0400 UTC;,2;1004,6;1005,5;1004,6;0;;;;;;;;;;;;;
2024/02/26;0500 UTC;0;1003,8;1004,6;1003,8;0;;;;;;;;;;;;;
2024/02/26;0600 UTC;0;1003,8;1004,3;1003,8;0;;;;;;;;;;;;;
2024/02/26;0700 UTC;0;1004,2;1004,3;1003,8;0;;;;;;;;;;;;;
2024/02/26;0800 UTC;0;1004,5;1004,5;1004,2;0;;;;;;;;;;;;;
2024/02/26;0900 UTC;0;1004,9;1004,9;1004,5;0;;;;;;;;;;;;;
2024/02/26;1000 UTC;0;1005;1005,1;1004,4;71,4;;;;;;;;;;;;;
2024/02/26;1100 UTC;,2;1006,1;1006,1;1005;181,1;;;;;;;;;;;;;
2024/02/26;1200 UTC;,2;1006,6;1006,6;1006,1;512,6;;;;;;;;;;;;;
2024/02/26;1300 UTC;0;1006,7;1006,7;1006,6;1459,3;;;;;;;;;;;;;
2024/02/26;1400 UTC;0;1006,7;1006,8;1006,6;653,2;;;;;;;;;;;;;
2024/02/26;1500 UTC;0;1005,6;1006,7;1005,5;475,2;;;;;;;;;;;;;
2024/02/26;1600 UTC;,6;1004,9;1005,9;1004,9;246,8;;;;;;;;;;;;;
2024/02/26;1700 UTC;0;1004;1004,9;1004;275,3;;;;;;;;;;;;;
2024/02/26;1800 UTC;0;1003,3;1004;1003,3;704,5;;;;;;;;;;;;;
2024/02/26;1900 UTC;0;1003,3;1003,6;1003,3;695,1;;;;;;;;;;;;;
2024/02/26;2000 UTC;0;1004,1;1004,1;1003,3;356,7;;;;;;;;;;;;;
2024/02/26;2100 UTC;0;1004,3;1004,4;1004,1;99,6;;;;;;;;;;;;;
2024/02/26;2200 UTC;0;1004,8;1004,8;1004,3;0;;;;;;;;;;;;;
2024/02/26;2300 UTC;,4;1005,8;1005,8;1004,8;0;;;;;;;;;;;;;
2024/02/27;0000 UTC;0;1006;1006;1005,8;0;;;;;;;;;;;;;
2024/02/27;0100 UTC;0;1006,3;1006,3;1006;0;;;;;;;;;;;;;
2024/02/27;0200 UTC;0;1006,2;1006,4;1006,2;0;;;;;;;;;;;;;
2024/02/27;0300 UTC;0;1005,7;1006,2;1005,7;0;;;;;;;;;;;;;
2024/02/27;0400 UTC;0;1004,8;1005,7;1004,8;0;;;;;;;;;;;;;
2024/02/27;0500 UTC;0;1004,1;1004,8;1004;0;;;;;;;;;;;;;
2024/02/27;0600 UTC;0;1003,7;1004,2;1003,7;0;;;;;;;;;;;;;
2024/02/27;0700 UTC;0;1003,6;1003,7;1003,2;0;;;;;;;;;;;;;
2024/02/27;0800 UTC;0;1003,9;1003,9;1003,6;0;;;;;;;;;;;;;
2024/02/27;0900 UTC;,2;1004,6;1004,6;1003,9;0;;;;;;;;;;;;;
2024/02/27;1000 UTC;,2;1005,1;1005,1;1004,5;64,6;;;;;;;;;;;;;
2024/02/27;1100 UTC;0;1005,8;1005,8;1005,1;153,7;;;;;;;;;;;;;
2024/02/27;1200 UTC;1,2;1006,6;1006,6;1005,8;131,1;;;;;;;;;;;;;
2024/02/27;1300 UTC;19,4;1006,6;1006,9;1006,6;166,8;;;;;;;;;;;;;
2024/02/27;1400 UTC;8,8;1006,9;1006,9;1006,6;486,3;;;;;;;;;;;;;
2024/02/27;1500 UTC;2,6;1006,5;1006,9;1006,5;264,5;;;;;;;;;;;;;
2024/02/27;1600 UTC;3;1005,3;1006,5;1005,3;193,9;;;;;;;;;;;;;
2024/02/27;1700 UTC;2,4;1004,4;1005,3;1004,4;341,8;;;;;;;;;;;;;
2024/02/27;1800 UTC;1,4;1004,3;1004,4;1004,2;747,7;;;;;;;;;;;;;
2024/02/27;1900 UTC;0;1004,4;1004,5;1004,3;639,2;;;;;;;;;;;;;
2024/02/27;2000 UTC;0;1004,5;1004,5;1004,3;300,3;;;;;;;;;;;;;
2024/02/27;2100 UTC;0;1005,4;1005,4;1004,5;97,8;;;;;;;;;;;;;
2024/02/27;2200 UTC;,6;1005,7;1005,7;1005,4;0;;;;;;;;;;;;;
2024/02/27;2300 UTC;,6;1006,4;1006,4;1005,7;0;;;;;;;;;;;;;
2024/02/28;0000 UTC;,2;1007,3;1007,3;1006,4;0;;;;;;;;;;;;;
2024/02/28;0100 UTC;22,2;1007,8;1007,8;1007,3;0;;;;;;;;;;;;;
2024/02/28;0200 UTC;4,2;1007,6;1007,8;1007,6;0;;;;;;;;;;;;;
2024/02/28;0300 UTC;0;1007;1007,6;1007;0;;;;;;;;;;;;;
2024/02/28;0400 UTC;0;1006,2;1007;1006,2;0;;;;;;;;;;;;;
2024/02/28;0500 UTC;0;1005,8;1006,2;1005,7;0;;;;;;;;;;;;;
2024/02/28;0600 UTC;,6;1005,8;1005,9;1005,7;0;;;;;;;;;;;;;
2024/02/28;0700 UTC;0;1006,1;1006,1;1005,8;0;;;;;;;;;;;;;
2024/02/28;0800 UTC;,4;1006,4;1006,5;1006,1;0;;;;;;;;;;;;;
2024/02/28;0900 UTC;,2;1006,8;1006,8;1006,4;0;;;;;;;;;;;;;
2024/02/28;1000 UTC;5,4;1007,6;1007,6;1006,8;9,6;;;;;;;;;;;;;
2024/02/28;1100 UTC;6,4;1007,2;1007,6;1007,2;123,1;;;;;;;;;;;;;
2024/02/28;1200 UTC;,6;1007,2;1007,3;1006,9;252,1;;;;;;;;;;;;;
2024/02/28;1300 UTC;,2;1007,8;1007,8;1007,2;425,9;;;;;;;;;;;;;
2024/02/28;1400 UTC;0;1007,6;1007,8;1007,5;827,1;;;;;;;;;;;;;
2024/02/28;1500 UTC;0;1007,3;1007,6;1007,3;1123,6;;;;;;;;;;;;;
2024/02/28;1600 UTC;0;1006,8;1007,3;1006,8;1318,2;;;;;;;;;;;;;
2024/02/28;1700 UTC;0;1006,1;1006,8;1006,1;1211;;;;;;;;;;;;;
2024/02/28;1800 UTC;0;1005,5;1006,1;1005,5;1368,5;;;;;;;;;;;;;
2024/02/28;1900 UTC;0;1004,9;1005,5;1004,9;1446,4;;;;;;;;;;;;;
2024/02/28;2000 UTC;0;1005;1005;1004,8;740,9;;;;;;;;;;;;;
2024/02/28;2100 UTC;0;1005,8;1005,8;1005;200,4;;;;;;;;;;;;;
2024/02/28;2200 UTC;,2;1006,3;1006,3;1005,8;1,3;;;;;;;;;;;;;
2024/02/28;2300 UTC;0;1007,1;1007,1;1006,4;0;;;;;;;;;;;;;
2024/02/29;0000 UTC;0;1007,6;1007,6;1007,1;0;;;;;;;;;;;;;
2024/02/29;0100 UTC;0;1007,9;1008;1007,6;0;;;;;;;;;;;;;
2024/02/29;0200 UTC;0;1008,2;1008,2;1007,9;0;;;;;;;;;;;;;
2024/02/29;0300 UTC;0;1008;1008,3;1007,9;0;;;;;;;;;;;;;
2024/02/29;0400 UTC;0;1007,4;1008;1007,4;0;;;;;;;;;;;;;
2024/02/29;0500 UTC;0;1006,9;1007,4;1006,9;0;;;;;;;;;;;;;
2024/02/29;0600 UTC;0;1006,3;1006,9;1006,3;0;;;;;;;;;;;;;
2024/02/29;0700 UTC;0;1006,2;1006,3;1006,1;0;;;;;;;;;;;;;
2024/02/29;0800 UTC;0;1006,2;1006,3;1006,1;0;;;;;;;;;;;;;
2024/02/29;0900 UTC;0;1006,7;1006,7;1006,2;1,2;;;;;;;;;;;;;
2024/02/29;1000 UTC;0;1007,2;1007,2;1006,7;356,2;;;;;;;;;;;;;
2024/02/29;1100 UTC;0;1007,9;1007,9;1007,2;1171,1;;;;;;;;;;;;;
2024/02/29;1200 UTC;0;1008,5;1008,6;1007,9;1795,3;;;;;;;;;;;;;
2024/02/29;1300 UTC;0;1008,2;1008,5;1008,2;2581,2;;;;;;;;;;;;;
2024/02/29;1400 UTC;0;1007,9;1008,2;1007,9;3334,7;;;;;;;;;;;;;
2024/02/29;1500 UTC;0;1007,2;1007,9;1007,2;2818,8;;;;;;;;;;;;;
